,Element ID,Centroid Z,Normal Factor
0,10769,4499.423724245236,-1
1,10770,3499.427682001068,-1
2,10771,2499.4315857654456,-1
3,10772,1499.435436635665,-1
4,10773,499.4392356795733,-1
5,10774,4499.423724245234,-1
6,10775,3499.4276820010787,-1
7,10776,2499.4315857654333,-1
8,10777,1499.4354366356793,-1
9,10778,499.43923567956335,-1
10,10779,4499.423724245227,-1
11,10780,3499.4276820010737,-1
12,10781,2499.431585765446,-1
13,10782,1499.4354366356672,-1
14,10783,499.43923567957324,-1
15,10784,4499.423724245234,-1
16,10785,3499.427682001073,-1
17,10786,2499.431585765436,-1
18,10787,1499.4354366356788,-1
19,10788,499.4392356795683,-1
20,10789,4499.423724245227,-1
21,10790,3499.4276820010828,-1
22,10791,2499.4315857654406,-1
23,10792,1499.435436635679,-1
24,10793,499.4392356795586,-1
25,10794,4499.423724245232,-1
26,10795,3499.42768200107,-1
27,10796,2499.4315857654447,-1
28,10797,1499.4354366356595,-1
29,10798,499.43923567958063,-1
30,10799,4499.423724245236,-1
31,10800,3499.4276820010687,-1
32,10801,2499.4315857654333,-1
33,10802,1499.4354366356793,-1
34,10803,499.43923567956574,-1
35,10804,4499.42372424523,-1
36,10805,3499.4276820010805,-1
37,10806,2499.431585765445,-1
38,10807,1499.4354366356667,-1
39,10808,499.43923567956836,-1
40,10809,4499.42372424524,-1
41,10810,3499.427682001058,-1
42,10811,2499.4315857654487,-1
43,10812,1499.435436635669,-1
44,10813,499.43923567956836,-1
45,10814,4499.423724245233,-1
46,10815,3499.4276820010787,-1
47,10816,2499.4315857654333,-1
48,10817,1499.4354366356765,-1
49,10818,499.4392356795707,-1
50,10819,4499.42372424523,-1
51,10820,3499.4276820010728,-1
52,10821,2499.431585765448,-1
53,10822,1499.4354366356765,-1
54,10823,499.4392356795586,-1
55,10824,4499.423724245229,-1
56,10825,3499.4276820010805,-1
57,10826,2499.4315857654383,-1
58,10827,1499.435436635667,-1
59,10828,499.4392356795733,-1
60,10829,4501.994733542998,-1
61,10830,3502.043652038245,-1
62,10831,2502.0950301908797,-1
63,10832,1502.1490582950019,-1
64,10833,502.20594679407856,-1
65,10834,4501.994733542997,-1
66,10835,3502.043652038238,-1
67,10836,2502.0950301908892,-1
68,10837,1502.1490582950044,-1
69,10838,502.20594679407617,-1
70,10839,4501.994733542992,-1
71,10840,3502.0436520382523,-1
72,10841,2502.0950301908797,-1
73,10842,1502.1490582950046,-1
74,10843,502.2059467940786,-1
75,10844,5500.000000000001,-1
76,10845,6500.0,-1
77,10846,7500.000000000003,-1
78,10847,8500.000000000002,-1
79,10848,9499.999999999998,-1
80,10849,5500.0,-1
81,10850,6500.000000000001,-1
82,10851,7500.000000000004,-1
83,10852,8499.999999999998,-1
84,10853,9500.000000000004,-1
85,10854,5499.999999999998,-1
86,10855,6500.0000000000055,-1
87,10856,7499.999999999992,-1
88,10857,8500.000000000007,-1
89,10858,9499.999999999998,-1
90,10859,5500.0,-1
91,10860,6499.999999999997,-1
92,10861,7500.000000000011,-1
93,10862,8499.999999999996,-1
94,10863,9500.000000000002,-1
95,10864,5500.0,-1
96,10865,6499.999999999997,-1
97,10866,7500.000000000001,-1
98,10867,8500.000000000005,-1
99,10868,9500.000000000004,-1
100,10869,5500.000000000001,-1
101,10870,6500.000000000005,-1
102,10871,7499.999999999999,-1
103,10872,8500.000000000002,-1
104,10873,9500.0,-1
105,10874,5500.000000000001,-1
106,10875,6500.000000000003,-1
107,10876,7500.000000000004,-1
108,10877,8500.000000000002,-1
109,10878,9500.0,-1
110,10879,5499.999999999996,-1
111,10880,6500.000000000003,-1
112,10881,7499.999999999999,-1
113,10882,8500.000000000002,-1
114,10883,9500.000000000005,-1
115,10884,5500.000000000001,-1
116,10885,6500.000000000001,-1
117,10886,7500.000000000001,-1
118,10887,8500.000000000002,-1
119,10888,9500.000000000002,-1
120,10889,5499.999999999997,-1
121,10890,6500.000000000002,-1
122,10891,7500.000000000002,-1
123,10892,8500.000000000002,-1
124,10893,9500.000000000002,-1
125,10894,5500.000000000004,-1
126,10895,6500.000000000002,-1
127,10896,7500.000000000002,-1
128,10897,8500.000000000002,-1
129,10898,9500.000000000004,-1
130,10899,5499.999999999998,-1
131,10900,6500.000000000007,-1
132,10901,7499.999999999994,-1
133,10902,8500.000000000005,-1
134,10903,9500.0,-1
135,10904,5500.0000000000055,-1
136,10905,6499.999999999994,-1
137,10906,7500.000000000008,-1
138,10907,8499.999999999998,-1
139,10908,9500.0,-1
140,10909,5499.999999999997,-1
141,10910,6500.0,-1
142,10911,7500.0000000000055,-1
143,10912,8499.999999999995,-1
144,10913,9500.000000000002,-1
145,10914,5499.999999999999,-1
146,10915,6500.000000000003,-1
147,10916,7499.999999999994,-1
148,10917,8500.000000000004,-1
149,10918,9499.999999999998,-1
150,10919,5499.510781479901,-1
151,10920,5499.510781479909,-1
152,10921,5499.5107814799085,-1
153,10922,5499.510781479908,-1
154,10923,5499.510781479894,-1
155,10924,5499.5107814799085,-1
156,10925,5499.5107814799085,-1
157,10926,5499.510781479901,-1
158,10927,5499.510781479906,-1
159,10928,5499.510781479905,-1
160,10929,5499.51078147991,-1
161,10930,5499.510781479896,-1
162,10931,5501.92856932545,-1
163,10932,5501.9285693254415,-1
164,10933,5501.928569325443,-1
165,10934,6499.507892502689,-1
166,10935,6499.50789250268,-1
167,10936,6499.50789250269,-1
168,10937,6499.507892502685,-1
169,10938,6499.5078925026955,-1
170,10939,6499.507892502682,-1
171,10940,6499.507892502684,-1
172,10941,6499.507892502688,-1
173,10942,6499.507892502689,-1
174,10943,6499.507892502688,-1
175,10944,6499.507892502685,-1
176,10945,6499.507892502694,-1
177,10946,6501.884946329382,-1
