,Element ID,Centroid Z,Normal Factor
0,1,2.5000000000000004,-1
1,2,2.5000000596046466,1
2,3,0.0,1
3,4,0.0,1
4,5,2.499999955296518,1
5,6,2.5000000000000004,1
6,7,2.4999999552965178,1
7,8,2.49999998509884,1
8,9,2.50000005960465,1
9,10,2.499999985098839,1
10,11,0.0,1
