,Element ID,Centroid Z,Normal Factor
0,1561,4499.999999999999,-1
1,1562,4500.000000000004,-1
2,1563,4500.0,-1
3,1564,4500.000000000002,-1
4,1565,4499.999999999997,-1
5,1566,4500.000000000002,-1
6,1567,4499.999999999997,-1
7,1568,4500.0,-1
8,1569,4500.000000000004,-1
9,1570,4499.999999999993,-1
10,1571,4500.000000000001,-1
11,1572,4500.0000000000055,-1
12,1573,4499.999999999994,-1
13,1574,4500.000000000001,-1
14,1575,4500.000000000001,-1
15,1576,3500.000000000002,-1
16,1577,3499.999999999995,-1
17,1578,3500.0000000000027,-1
18,1579,3499.9999999999977,-1
19,1580,3500.0000000000023,-1
20,1581,3500.0000000000014,-1
21,1582,3500.000000000001,-1
22,1583,3499.999999999996,-1
23,1584,3500.0,-1
24,1585,3500.0,-1
25,1586,3499.999999999997,-1
26,1587,3499.9999999999936,-1
27,1588,3500.0000000000027,-1
28,1589,3500.0000000000036,-1
29,1590,3499.999999999997,-1
30,1591,2499.9999999999986,-1
31,1592,2500.0000000000027,-1
32,1593,2499.9999999999986,-1
33,1594,2500.0000000000014,-1
34,1595,2499.9999999999945,-1
35,1596,2500.0,-1
36,1597,2500.0000000000005,-1
37,1598,2500.0,-1
38,1599,2499.999999999997,-1
39,1600,2500.0000000000036,-1
40,1601,2499.9999999999995,-1
41,1602,2499.9999999999977,-1
42,1603,2499.9999999999995,-1
43,1604,2499.9999999999973,-1
44,1605,2500.0000000000023,-1
45,1606,1500.0,-1
46,1607,1499.9999999999989,-1
47,1608,1500.000000000001,-1
48,1609,1499.9999999999977,-1
49,1610,1499.9999999999989,-1
50,1611,1499.999999999998,-1
51,1612,1500.0000000000018,-1
52,1613,1499.9999999999993,-1
53,1614,1499.9999999999993,-1
54,1615,1499.9999999999982,-1
55,1616,1500.0000000000016,-1
56,1617,1499.9999999999968,-1
57,1618,1500.000000000003,-1
58,1619,1499.9999999999984,-1
59,1620,1499.9999999999984,-1
60,1621,499.99999999999983,-1
61,1622,499.99999999999966,-1
62,1623,499.9999999999971,-1
63,1624,499.99999999999966,-1
64,1625,500.0000000000033,-1
65,1626,499.99999999999983,-1
66,1627,499.99999999999983,-1
67,1628,500.0000000000009,-1
68,1629,499.9999999999973,-1
69,1630,500.00000000000097,-1
70,1631,499.9999999999986,-1
71,1632,500.00000000000085,-1
72,1633,499.99999999999847,-1
73,1634,499.9999999999998,-1
74,1635,499.9999999999999,-1
75,1636,5499.999999999999,-1
76,1637,6500.0,-1
77,1638,7500.0,-1
78,1639,8500.000000000002,-1
79,1640,9500.0,-1
80,1641,5499.999999999999,-1
81,1642,6500.0,-1
82,1643,7500.000000000001,-1
83,1644,8500.0,-1
84,1645,9500.0,-1
85,1646,5500.000000000002,-1
86,1647,6499.999999999999,-1
87,1648,7500.0,-1
88,1649,8500.0,-1
89,1650,9500.0,-1
90,1651,5499.999999999999,-1
91,1652,6500.000000000001,-1
92,1653,7500.0,-1
93,1654,8500.0,-1
94,1655,9500.0,-1
95,1656,5500.000000000001,-1
96,1657,6500.000000000001,-1
97,1658,7500.000000000001,-1
98,1659,8500.000000000002,-1
99,1660,9499.999999999998,-1
100,1661,5500.000000000001,-1
101,1662,6499.999999999999,-1
102,1663,7500.000000000003,-1
103,1664,8500.0,-1
104,1665,9500.0,-1
105,1666,5499.999999999999,-1
106,1667,6500.000000000001,-1
107,1668,7500.000000000002,-1
108,1669,8500.0,-1
109,1670,9499.999999999998,-1
110,1671,5500.000000000002,-1
111,1672,6500.000000000002,-1
112,1673,7499.999999999998,-1
113,1674,8500.000000000002,-1
114,1675,9500.0,-1
115,1676,5500.000000000002,-1
116,1677,6499.999999999996,-1
117,1678,7500.000000000005,-1
118,1679,8499.999999999998,-1
119,1680,9500.0,-1
120,1681,5499.999999999998,-1
121,1682,6500.000000000001,-1
122,1683,7499.999999999996,-1
123,1684,8500.0,-1
124,1685,9500.0,-1
125,1686,5499.9999999999945,-1
126,1687,6500.000000000004,-1
127,1688,7500.000000000001,-1
128,1689,8500.000000000002,-1
129,1690,9500.0,-1
130,1691,5500.0000000000055,-1
131,1692,6499.9999999999945,-1
132,1693,7500.000000000004,-1
133,1694,8499.999999999998,-1
134,1695,9499.999999999998,-1
135,1696,5499.999999999997,-1
136,1697,6500.0,-1
137,1698,7500.0,-1
138,1699,8499.999999999998,-1
139,1700,9500.000000000005,-1
140,1701,5500.0,-1
141,1702,6500.000000000002,-1
142,1703,7499.999999999999,-1
143,1704,8500.000000000002,-1
144,1705,9499.999999999996,-1
145,1706,5499.999999999999,-1
146,1707,6499.999999999999,-1
147,1708,7500.000000000001,-1
148,1709,8500.000000000002,-1
149,1710,9499.999999999998,-1
150,1711,5499.510781479906,-1
151,1712,5499.510781479906,-1
152,1713,5499.5107814799085,-1
153,1714,5499.510781479904,-1
154,1715,5499.510781479903,-1
155,1716,5499.51078147991,-1
156,1717,5499.510781479903,-1
157,1718,5499.510781479903,-1
158,1719,5499.510781479902,-1
159,1720,5499.510781479905,-1
160,1721,5499.510781479905,-1
161,1722,5499.510781479906,-1
162,1723,5501.9285693254415,-1
163,1724,5501.9285693254415,-1
164,1725,5501.928569325446,-1
165,1726,6499.5078925026855,-1
166,1727,6499.507892502687,-1
